Energy[MeV/u],Depth[mm],Sigma_fit[mm],Sigma[mm]
359.44,150.0,2.0914549332367347,2.0914549332367347
359.44,300.0,1.860014742655208,1.860014742655208
361.34,-300.0,3.0830381350860296,3.0830381350860296
361.34,-150.0,2.7305695879618694,2.7305695879618694
361.34,0.0,2.3865942588407005,2.3865942588407005
361.34,150.0,2.1126879782442147,2.1126879782442147
361.34,300.0,1.8302884796447367,1.8302884796447367
363.23,-300.0,3.055435176576306,3.055435176576306
363.23,-150.0,2.7241996744596255,2.7241996744596255
363.23,0.0,2.3844709543399527,2.3844709543399527
363.23,150.0,2.1169345872457104,2.1169345872457104
363.23,300.0,1.855768133653712,1.855768133653712
365.1,-300.0,3.0957779620905175,3.0957779620905175
365.1,-150.0,2.7199530654581294,2.7199530654581294
365.1,0.0,2.378101040837709,2.378101040837709
365.1,150.0,2.106318064741971,2.106318064741971
365.1,300.0,1.7899456941305254,1.7899456941305254
366.97,-300.0,3.085161439586778,3.085161439586778
366.97,-150.0,2.7326928924626173,2.7326928924626173
366.97,0.0,2.3865942588407005,2.3865942588407005
366.97,150.0,2.093578237737483,2.093578237737483
366.97,300.0,1.8366583931469807,1.8366583931469807
368.83,-300.0,3.15523048811146,3.15523048811146
368.83,-150.0,2.7709123734760803,2.7709123734760803
368.83,0.0,2.431183653356408,2.431183653356408
368.83,150.0,2.1190578917464586,2.1190578917464586
368.83,300.0,1.8430283066492241,1.8430283066492241
370.68,-300.0,3.0936546575897697,3.0936546575897697
370.68,-150.0,2.743309414966357,2.743309414966357
370.68,0.0,2.4035806948466845,2.4035806948466845
370.68,150.0,2.1105646737434665,2.1105646737434665
370.68,300.0,1.8345350886462324,1.8345350886462324
372.51,-300.0,2.97899621454938,2.97899621454938
372.51,-150.0,2.6562539304356907,2.6562539304356907
372.51,0.0,2.363237909332473,2.363237909332473
372.51,150.0,2.161523981761418,2.161523981761418
372.51,300.0,1.9237138776776468,1.9237138776776468
374.34,-300.0,3.0872847440875257,3.0872847440875257
374.34,-150.0,2.713583151955886,2.713583151955886
374.34,0.0,2.369607822834717,2.369607822834717
374.34,150.0,2.1020714557404747,2.1020714557404747
374.34,300.0,1.860014742655208,1.860014742655208
